Country Name;Country Code;Last Update;Indicator Name;Indicator Code;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Caribbean small states;CSS;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,00991E+14;4,57572E+14;3,75075E+14;8,72413E+13;6,22262E+13;7,47596E+14;4,43791E+14;5,91042E+14;5,58968E+14;4,5218E+14;2,1656E+14;7,26511E+14;-6,12625E+14;-3,1497E+14;-1,1899E+14;1,20348E+14;3,82557E+14;5,75331E+14;5,1477E+14;2,46065E+14;9,64621E+14;1,01044E+14;-2,40371E+14;9,77434E+14;7,78537E+13;1,35035E+14;1,88593E+14;2,22608E+14;4,186E+14;9,46744E+14;1,38147E+14;2,23175E+13;2,95637E+14;2,78609E+14;2,90573E+14;3,46431E+14;4,04278E+14;1,20221E+14;5,05007E+14;3,76554E+14;2,04289E+14;3,58808E+14;5,61201E+14;3,94242E+14;3,60837E+13;6,78494E+14;3,36122E+14;1,20188E+14;-3,53668E+14;1,28345E+14;1,05366E+14;3,1879E+14;1,46302E+14;2,13793E+14;2,64186E+14;-1,77266E+14;-5,35187E+14;1,27584E+14;8,26853E+14;-9,17742E+14;5,76088E+14;1,25678E+14
Cuba;CUB;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;8,58386E+14;4,82669E+14;3,43449E+14;9,84492E+14;9,47643E+14;5,42796E+13;8,7095E+13;6,596E+14;1,08818E+14;-4,84944E+14;1,96883E+14;8,91823E+14;5,41147E+13;7,92972E+14;1,59667E+14;9,53034E+14;-2,40217E+14;3,70554E+14;6,80083E+14;-2,94856E+14;-1,06927E+14;-1,15806E+14;-1,48782E+14;7,1693E+14;2,4572E+14;7,83875E+14;2,78343E+14;1,59146E+14;6,18876E+14;5,91476E+13;3,18503E+14;1,42482E+14;3,79274E+14;5,77054E+14;1,12017E+14;1,20659E+14;7,26214E+14;4,11683E+14;1,45131E+13;2,39035E+14;2,8023E+14;3,0149E+14;2,7476E+14;1,04758E+14;4,43814E+14;5,13761E+14;1,80905E+14;2,24848E+14;-1,6484E+14;-1,09483E+14;1,25409E+14;
Curacao;CUW;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,95754E+14;3,97065E+14;2,88187E+14;2,08461E+14;6,76425E+14;1,63593E+14;2,46996E+14;2,18804E+14;-5,31308E+14;8,23066E+14;6,12608E+14;-6,58896E+14;-8,11687E+14;-1,20136E+14;2,90949E+14;-8,73008E+14;-1,73223E+14;-2,16688E+14;-3,3718E+14;-1,84385E+14;4,2324E+14;
Cayman Islands;CYM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,16263E+14;-3,57401E+14;-7,20048E+14;-2,71564E+14;1,16906E+14;1,22975E+14;1,27933E+13;2,65453E+14;2,83312E+14;3,23997E+14;3,18405E+14;4,26727E+14;3,91564E+14;-5,10814E+14;4,02866E+14;
Cyprus;CYP;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;2,02663E+14;1,6362E+14;7,7774E+14;9,90557E+14;5,75324E+14;2,517E+14;6,02171E+14;5,58218E+14;8,75789E+14;4,88254E+14;3,70395E+14;7,06525E+14;8,64678E+14;7,94743E+14;7,404E+14;7,39501E+14;9,4E+14;7E+14;5,9E+14;8,36247E+14;1,24858E+14;2,64089E+14;6,11085E+14;4,99796E+14;5,96531E+14;3,95256E+14;3,72296E+14;2,62329E+13;5,02634E+14;4,853E+14;4,71383E+14;5,09807E+14;3,64681E+13;-2,01526E+14;2,28354E+14;4,16713E+14;-3,44738E+14;-6,58748E+14;-1,77606E+14;3,41892E+14;6,57358E+14;5,73348E+14;5,64786E+14;5,52943E+14;-4,37247E+14;6,63893E+14;5,63215E+14
Czechia;CZE;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,16149E+14;-5,06542E+14;6,19043E+14;2,90931E+14;6,50081E+14;4,26542E+14;-5,18331E+14;-3,56567E+14;1,38415E+14;4,00103E+14;3,04298E+14;1,56986E+14;3,58369E+14;4,81426E+14;6,60162E+14;6,76693E+14;5,57034E+14;2,68641E+14;-4,65733E+14;2,4349E+14;1,76036E+14;-7,85004E+14;-4,59037E+14;2,2621E+14;5,38838E+14;2,53728E+13;5,16872E+14;3,22009E+14;3,02988E+14;-5,50297E+14;3,55272E+14;2,46092E+13
Germany;DEU;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;3,1327E+14;4,30034E+14;4,77749E+14;8,90069E+14;-8,66739E+14;4,94926E+14;3,34722E+14;3,00849E+14;4,15036E+14;1,40883E+14;5,29241E+14;-3,94841E+14;1,57241E+14;2,82295E+14;2,32794E+14;2,28734E+14;1,40215E+14;3,70724E+14;3,89655E+14;5,25501E+14;5,10826E+14;1,92308E+12;-9,7685E+14;2,39189E+14;1,54415E+14;8,05823E+13;1,79216E+14;2,01393E+14;1,88726E+14;2,9125E+14;1,68147E+14;-1,97974E+14;-7,00117E+14;1,17509E+14;7,31707E+14;3,81644E+12;2,97646E+14;9,59879E+13;-5,69384E+14;4,17988E+14;3,92519E+14;4,18498E+14;4,37591E+14;2,20954E+14;1,49193E+14;2,23E+14;2,68023E+14;9,81233E+14;1,0566E+14;-3,69679E+14;2,62699E+14;1,78521E+14
Djibouti;DJI;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,06154E+14;7,52611E+14;7,12343E+13;5,45809E+12;4,77442E+13;5,54513E+13;1,20202E+14;4,8E+14;3
Dominica;DMA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;1,05357E+14;-1,83593E+14;1,33832E+14;1,08293E+14;4,12768E+14;2,55632E+14;4,19665E+14;1,42093E+14;7,07336E+14;6,30756E+14;7,81662E+14;-1,91137E+14;5,41798E+14;1,34776E+14;2,02942E+14;2,16141E+14;3,44815E+14;3,03086E+14;3,1042E+14;2,18563E+14;3,77423E+14;3,54079E+14;2,34022E+13;-6,38447E+14;-2,828E+14;6,35314E+14;3,05069E+13;6,55862E+14;4,65946E+14;6,35297E+13;7,12106E+14;-1,16959E+14;6,72634E+14;-2,23551E+13;-1,059E+14;-9,99941E+13;4,75379E+14;-2,7315E+14;2,76365E+14;-6,61899E+14;3,54758E+14;5,50248E+13;-1,66049E+14;6,89158E+14;5,93893E+14
Denmark;DNK;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,37883E+14;5,66682E+14;6,37021E+14;9,26994E+14;4,55525E+14;2,74091E+14;5,53037E+13;5,55308E+14;6,50925E+14;1,59684E+14;3,005E+14;3,92939E+14;4,09295E+14;-1,12239E+14;-1,45664E+14;5,92461E+14;1,87029E+14;2,22631E+14;3,86911E+14;-4,82986E+14;-6,66124E+14;3,68457E+14;2,59607E+14;4,16614E+14;4,00375E+14;4,90418E+14;2,54266E+14;-1,36012E+14;6,45187E+14;1,47524E+13;1,39363E+14;1,95701E+14;1,06876E+14;5,33246E+14;3,02759E+13;2,9001E+14;3,26089E+14;2,21816E+14;2,94802E+14;3,74686E+14;8,23153E+14;4,66346E+13;3,90059E+14;2,66822E+14;2,33664E+14;3,91301E+13;9,09239E+14;-5,12017E+14;-4,90655E+14;1,87099E+14;1,33678E+14;2,265E+14;9,33341E+14;1,61939E+14;2,34259E+14;3,24596E+14;2,82174E+14;1,98954E+14;1,49349E+14;-1,99461E+14;4,85571E+14;3,81902E+14
Dominican Republic;DOM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,31325E+14;1,70472E+14;6,5029E+14;6,76487E+14;-1,24818E+14;1,34633E+14;3,32754E+14;2,3886E+14;1,08914E+14;1,82267E+14;1,08715E+14;1,03942E+14;1,28958E+14;6,0019E+14;5,19325E+14;6,72812E+14;4,98178E+13;2,14068E+14;4,5314E+14;7,96874E+12;4,27987E+14;1,69871E+14;4,62795E+14;1,2529E+14;-2,12253E+14;3,52199E+14;1,01174E+14;2,15596E+14;4,40054E+14;-5,45431E+14;9,44139E+14;1,12209E+14;7,36451E+14;2,60035E+14;5,68543E+14;5,97783E+14;8,88527E+14;6,71448E+14;5,94005E+14;4,66176E+13;2,45952E+14;4,4951E+14;-1,34571E+14;2,57013E+14;9,42824E+13;9,17436E+13;7,41595E+14;3,2095E+14;9,46155E+14;8,33965E+14;3,13342E+14;2,71737E+14;4,87521E+14;7,05046E+14;6,92702E+13;6,6592E+14;4,6667E+14;6,98253E+14;5,05217E+14;-6,72024E+14;1,2272E+14;4,85832E+14
Algeria;DZA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-1,36054E+14;-1,9685E+14;3,43137E+14;5,83941E+14;6,2069E+14;-4,80497E+13;9,45296E+14;1,07962E+14;8,43328E+14;8,86266E+14;-1,13317E+14;2,7424E+14;3,81318E+14;7,49492E+14;5,04534E+14;8,38676E+14;5,25859E+14;9,21484E+14;7,47783E+14;7,90607E+14;3E+13;6,4E+14;5,4E+14;5,6E+14;3,7E+14;4,00001E+14;-6,99998E+14;-1,00001E+14;4,4E+14;8,00001E+14;-1,2E+14;1,8E+14;-2,1E+14;-8,99997E+14;3,79999E+14;4,1E+14;1,1E+14;5,1E+14;3,2E+14;3,8E+14;3E+14;5,6E+14;7,2E+14;4,3E+14;5,9E+14;1,7E+14;3,4E+14;2,4E+14;1,6E+14;3,6E+14;2,9E+14;3,4E+14;28;3,8E+14;3,7E+14;3,2E+14;1,3E+14;1,2E+14;1E+15;-5,1E+14;3,4E+14;3,1E+14
East Asia & Pacific (excluding high income);EAP;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-1,34711E+14;-6,56922E+14;6,38651E+14;1,08968E+14;1,06688E+14;8,07993E+13;-1,42173E+14;1,68786E+14;1,14243E+14;1,34228E+14;6,7714E+14;4,91373E+14;8,26617E+14;3,84061E+14;6,84336E+14;2,84024E+13;7,57245E+14;9,25568E+14;7,10564E+14;7,55523E+14;5,60539E+14;6,44034E+14;7,73905E+14;9,94895E+14;7,90263E+14;7,14041E+14;9,1443E+14;9,73631E+14;5,71554E+14;5,16463E+14;8,00761E+14;1,11698E+14;1,12916E+14;1,09324E+14;9,87477E+14;9,06338E+14;7,34435E+14;2,89574E+14;6,38207E+14;7,63591E+14;6,98484E+14;8,05986E+14;8,94212E+14;9,12292E+14;9,97783E+14;1,10795E+14;1,24885E+14;8,61958E+13;7,98482E+14;9,92317E+14;8,65112E+14;7,57592E+14;7,29639E+14;6,98494E+14;6,68909E+14;6,5863E+14;6,70534E+14;6,52544E+14;5,78289E+14;1,29991E+13;7,54858E+14;3,4112E+14
Early-demographic dividend;EAR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,39691E+14;3,43351E+13;4,70442E+14;8,05317E+13;5,47565E+14;4,04783E+14;5,44977E+14;6,50035E+14;6,52745E+14;8,6263E+14;5,94822E+14;6,90678E+14;7,3746E+13;6,71162E+14;2,42784E+14;7,18418E+14;4,09659E+14;1,25588E+14;4,02279E+14;3,43169E+13;4,01597E+14;-1,52016E+14;2,4354E+14;2,2022E+14;6,93111E+14;2,83593E+14;2,77589E+14;3,56347E+14;2,25189E+14;5,43189E+14;4,59203E+14;4,01048E+14;3,56919E+14;3,40187E+14;2,40121E+14;5,88452E+14;4,74872E+13;2,32149E+14;2,08538E+14;4,404E+13;1,04858E+14;1,81755E+14;5,42923E+14;6,23661E+14;5,90836E+14;5,9789E+14;5,77511E+14;3,49461E+14;8,13852E+13;6,54493E+14;4,97346E+14;4,23354E+14;4,14714E+14;4,19405E+14;4,50566E+12;4,5428E+14;4,57401E+14;3,82051E+14;2,39026E+13;-4,1413E+14;6,90117E+14;5,50358E+14
East Asia & Pacific;EAS;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,77635E+14;5,49188E+14;7,80514E+14;1,05569E+14;6,99307E+14;8,67728E+14;7,69832E+14;9,54118E+14;1,15029E+14;5,38879E+13;5,31641E+14;7,21481E+14;7,66115E+13;8,77384E+14;3,70616E+14;4,25702E+14;5,42329E+14;5,79762E+14;5,91531E+13;3,78707E+14;4,67408E+14;4,1532E+14;4,42756E+14;6,16054E+13;5,70114E+14;4,92387E+14;6,25568E+14;7,60124E+14;5,15164E+14;5,07027E+14;4,85277E+14;4,23651E+14;4,20128E+14;5,2376E+14;5,66921E+14;5,62008E+14;4,05515E+14;4,4847E+14;3,73288E+14;5,39082E+14;3,30272E+14;4,37879E+14;4,94888E+13;5,86808E+14;5,90008E+14;6,45384E+14;7,46861E+14;4,38675E+14;2,55995E+14;7,60969E+14;5,46558E+14;5,18015E+14;5,24263E+14;4,75831E+14;4,71512E+14;4,67028E+14;5,05204E+14;4,75996E+14;3,9616E+14;-1,18957E+14;6,10274E+14;2,84612E+14
Europe & Central Asia (excluding high income);ECA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,457E+14;-4,91009E+14;-1,06678E+14;-5,93168E+14;-1,11669E+14;-1,85881E+14;-1,12129E+14;2,85863E+14;-1,56294E+14;2,35615E+14;8,42344E+14;2,64933E+14;5,4885E+14;6,94025E+14;8,28919E+14;7,3584E+14;8,18573E+14;7,80211E+14;4,23295E+14;-5,72633E+14;5,64104E+14;6,28627E+13;3,97531E+14;4,04645E+14;2,05006E+14;9,12006E+12;1,57746E+14;3,92663E+14;3,16341E+14;2,24278E+14;-1,20639E+14;7,43217E+14;7,53254E+14
Europe & Central Asia;ECS;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;3,68287E+14;4,74005E+14;6,02234E+14;2,16064E+14;-5,35069E+14;4,69162E+13;2,84729E+14;3,22982E+14;3,76393E+13;1,33731E+14;4,75848E+14;9,49991E+14;1,97319E+14;2,64604E+14;2,80382E+14;2,75663E+13;3,08719E+14;4,24895E+14;3,53406E+14;2,33309E+14;4,3327E+14;-5,17328E+14;-7,32165E+14;1,2336E+14;2,13869E+14;1,69461E+14;3,02191E+13;2,59169E+14;2,87066E+14;4,32704E+14;2,19764E+14;1,58149E+14;1,79208E+13;3,17879E+14;2,66171E+14;3,83148E+14;3,64324E+14;1,02667E+14;-4,44293E+14;2,68611E+14;2,33104E+14;3,52401E+14;8,4987E+14;1,92539E+14;2,08108E+14;1,93779E+14;2,87356E+14;2,17496E+14;1,79895E+14;-5,59947E+14;5,97417E+14;3,13168E+14
Ecuador;ECU;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,12441E+14;4,91915E+14;2,10637E+14;7,40725E+14;3,27508E+14;-3,39526E+14;4,62107E+14;1,90944E+14;4,66924E+14;6,87193E+14;6,29261E+14;5,01764E+14;1,39507E+14;1,12085E+14;1,09722E+14;7,39719E+14;1,60484E+14;5,70682E+14;3,73405E+14;3,70868E+14;5,61286E+14;6,14845E+13;-3,36869E+14;2,62527E+14;3,935E+14;3,46478E+14;-2,59099E+14;5,89047E+13;1,00578E+14;3,67991E+14;4,29134E+14;2,11431E+12;1,97322E+14;4,25825E+14;2,25255E+14;1,73175E+14;4,32786E+14;3,26653E+14;-4,73939E+14;1,0918E+13;4,01563E+14;4,09678E+14;2,72288E+14;8,21102E+14;5,29131E+14;4,40353E+14;2,19006E+13;6,35713E+14;5,66492E+14;3,5253E+14;7,86814E+14;5,64196E+12;4,94651E+14;3,78887E+14;9,88726E+14;-1,22638E+14;2,36839E+14;1,28929E+14;1,21051E+14;-7,78761E+14;4,23525E+14;2,94767E+14
Egypt, Arab Rep.;EGY;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,16111E+14;3,87562E+14;1,05181E+14;1,15076E+14;4,91404E+14;5,0464E+14;8,05264E+14;-1,60679E+14;5,27952E+14;5,59852E+14;4,05735E+14;3,05568E+14;3,50683E+14;1,55894E+14;8,93915E+14;1,32797E+14;9,00304E+14;8,62877E+14;4,54769E+14;1,00113E+14;7,34855E+14;9,90717E+14;5,09441E+14;9,74576E+14;5,79151E+14;4,74453E+14;3,83275E+14;5,46132E+14;4,92087E+14;5,66703E+14;1,1254E+14;4,47286E+14;2,90079E+14;3,97317E+14;4,64246E+14;4,98873E+14;5,49235E+14;5,5755E+14;6,05344E+14;6,37E+14;3,53525E+14;2,3902E+14;3,19345E+13;4,09207E+14;4,47174E+14;6,84384E+14;7,08783E+14;7,15628E+14;4,6736E+14;5,14723E+14;1,76457E+14;2,2262E+14;2,18547E+14;2,91591E+14;4,37202E+14;4,34664E+14;4,18122E+14;5,33111E+14;5,55209E+14;3,55016E+14;3,29065E+14;6,58785E+14
Euro area;EMU;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;3,77289E+14;4,89128E+14;6,15161E+14;3,21373E+14;-7,72402E+14;5,02703E+14;3,08578E+14;3,12368E+14;3,87345E+14;2,15935E+14;5,23959E+14;7,12753E+14;1,39015E+14;2,37874E+14;2,31289E+14;2,50751E+13;2,53357E+14;4,30592E+14;4,09959E+14;3,60385E+14;2,67738E+14;1,41768E+14;-6,61437E+14;2,4602E+14;2,42035E+14;1,69044E+14;2,70782E+13;3,03636E+14;2,96493E+14;3,86516E+13;2,19576E+14;9,40352E+14;6,8221E+14;2,29393E+13;1,68149E+14;3,23086E+14;3,00165E+14;4,16672E+14;-4,52114E+14;2,18068E+13;1,71423E+14;-8,41832E+14;-2,19682E+14;1,40261E+14;2,04957E+13;1,86402E+14;2,61779E+14;1,78335E+13;1,58398E+14;-6,13241E+14;5,38667E+14;3,48042E+12
Eritrea;ERI;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,34548E+14;2,12214E+14;2,85838E+13;9,25884E+14;7,90868E+14;1,77258E+14;1,34801E+14;-3,14199E+14;8,75544E+14;3,00543E+13;-2,65552E+14;1,45174E+14;2,57445E+14;-9,69217E+14;1,42682E+14;-9,78303E+14;3,8765E+13;2,19419E+14;8,6798E+14;;;;;;;;;;;
Spain;ESP;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,18387E+14;9,95344E+14;9,5965E+14;5,30851E+14;6,25313E+12;7,24606E+14;4,34034E+14;6,59702E+14;8,90702E+14;4,28918E+14;4,64947E+14;8,14975E+14;7,78847E+14;5,61879E+14;5,42203E+12;3,30379E+14;2,83857E+14;1,463E+14;4,15465E+14;2,20873E+14;-1,32468E+13;1,24646E+14;1,77012E+13;1,78469E+14;2,32144E+14;3,25332E+13;5,54712E+14;5,09432E+14;4,82703E+14;3,78139E+14;2,546E+14;9,29215E+14;-1,03149E+14;2,3832E+14;2,75749E+14;2,66056E+14;3,70249E+14;4,3931E+14;4,49055E+13;5,24594E+14;3,933E+14;2,73095E+14;2,98194E+14;3,12273E+14;3,65208E+14;4,10269E+14;3,60474E+14;8,87067E+14;-3,76311E+13;1,6292E+14;-8,14385E+14;-2,95892E+14;-1,40334E+14;1,39578E+14;3,83852E+14;3,03777E+14;2,97576E+14;2,28447E+14;1,98397E+13;-1,13254E+14;5,51959E+13;5,45174E+14
Estonia;EST;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,94301E+14;1,305E+14;4,33983E+14;-4,25025E+14;1,00876E+14;6,00367E+14;6,77137E+13;7,60027E+14;6,80401E+14;9,52643E+14;9,76558E+14;7,57914E+14;-5,132E+14;-1,46291E+14;2,44427E+14;7,26308E+14;3,2282E+14;1,45843E+14;3,01137E+14;1,85302E+14;3,15556E+14;5,79204E+14;3,7842E+14;3,73971E+14;-5,51001E+13;8,01346E+14;-1,28741E+14
Ethiopia;ETH;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;9,16014E+14;8,23501E+14;-2,84802E+14;-1,11444E+14;9,66161E+13;1,38593E+14;5,03675E+14;-3,61044E+13;2,72645E+14;-7,13748E+14;-8,67248E+14;1,31428E+14;3,18996E+14;6,12751E+14;1,24262E+14;3,13391E+14;-3,45814E+14;5,16215E+14;6,07322E+14;8,30131E+14;1,51473E+14;-2,16136E+14;1,35726E+14;1,18188E+14;1,08347E+13;1,14562E+14;1,07885E+14;8,80255E+14;1,25505E+14;1,11783E+14;8,64781E+14;1,05823E+14;1,02575E+14;1,03925E+14;9,43348E+14;9,56419E+14;6,81615E+14;8,36409E+13;6,05953E+14;5,64153E+14;5,3171E+14
European Union;EUU;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;3,63454E+14;4,75979E+14;6,00903E+13;3,09574E+14;-6,61867E+14;4,89213E+14;2,8746E+14;3,05024E+14;3,87213E+14;2,07524E+14;5,12054E+14;8,12536E+14;1,44884E+14;2,49633E+14;2,3529E+13;2,58584E+14;2,52036E+14;4,16247E+14;3,91814E+14;3,38258E+14;1,85889E+14;1,16011E+14;-5,73683E+14;2,65236E+14;2,66307E+14;1,88158E+14;2,6536E+14;3,0111E+14;2,94915E+14;3,90084E+14;2,17606E+14;1,11105E+14;9,08369E+14;2,59279E+14;1,925E+14;3,49391E+14;3,15558E+14;6,40739E+14;-4,34835E+14;2,22506E+14;1,89352E+14;-6,99941E+14;-8,38351E+14;1,5975E+14;2,30707E+14;1,97719E+14;2,8385E+13;2,06596E+14;1,80688E+14;-5,67234E+14;5,46861E+14;3,54027E+14
Fragile and conflict affected situations;FCS;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;1,32869E+14;1,35872E+14;9,55212E+13;2,71631E+14;4,16782E+14;9,696E+14;-3,74393E+14;7,43809E+14;4,35131E+14;-1,19662E+14;5,72579E+14;6,1201E+14;-4,05351E+14;-1,15768E+14;-4,75662E+14;-6,52212E+14;3,19495E+14;2,06519E+14;4,3129E+14;3,23053E+14;5,96809E+14;5,03683E+14;-7,53555E+14;6,36371E+14;-1,55428E+14;-3,80185E+14;6,78318E+14;3,61592E+13;4,95192E+14;5,75003E+14;3,31845E+14;5,44133E+14;4,32538E+14;4,64333E+14;1,23221E+14;1,10633E+14;5,83977E+14;5,86003E+14;6,01047E+14;5,03556E+14;2,88252E+14;6,94513E+14;4,05546E+14;4,86549E+13;3,47763E+14;2,17017E+14;9,10129E+14;2,39598E+14;2,48651E+14;2,61361E+14;2,2142E+14;-4,41039E+14;1,93816E+14;1,0982E+14
Finland;FIN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,60467E+14;2,98195E+14;3,2851E+13;5,23869E+14;5,30286E+14;2,37282E+13;2,16883E+14;2,30329E+14;9,59329E+14;4,81374E+14;2,35692E+14;7,73549E+14;6,98383E+14;3,23653E+14;1,8049E+14;3,44382E+14;2,39511E+14;2,91971E+14;7,12193E+14;5,38905E+14;1,31588E+13;3,10809E+14;3,11658E+14;3,23769E+14;3,5489E+14;2,75563E+14;3,57483E+14;5,21715E+14;5,08714E+14;6,70276E+14;-5,88633E+14;-3,29466E+14;-6,61998E+14;3,96305E+14;4,21687E+14;3,66718E+14;6,3338E+14;5,45718E+14;4,37958E+14;5,77336E+13;2,61002E+14;1,70715E+14;2,00378E+14;3,99209E+14;2,77985E+14;4,02741E+14;5,29934E+14;7,83995E+14;-8,07445E+13;3,18596E+14;2,54766E+14;-1,39755E+14;-9,01696E+14;-3,64908E+14;5,43659E+14;2,81146E+14;3,19241E+14;1,13972E+13;1,22475E+14;-2,35497E+14;3,04648E+14;2,08378E+14
Fiji;FJI;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,51758E+14;3,6061E+14;6,35877E+13;4,87728E+14;-2,70027E+14;0;1,33518E+14;7,91622E+13;2,59641E+13;1,27027E+14;6,88899E+14;7,48528E+13;1,16129E+13;2,60115E+14;5,30211E+14;2,73616E+14;5,90401E+14;1,8634E+14;1,22248E+14;-1,60346E+14;6,32999E+14;-5,97849E+12;-3,96012E+14;8,39302E+14;-4,61347E+14;7,74991E+14;-6,61502E+13;9,55755E+14;7,43863E+14;5,8E+14;-2,7E+13;6,1E+14;2,13003E+14;5,1E+14;2,5E+14;4,8E+14;-2,2E+13;1,3E+14;8,8E+14;-1,7E+14;2E+14;3,2E+14;9,99999E+14;5,3E+14;7E+14;1,85248E+14;-8,50654E+14;1,03279E+14;-1,38604E+14;2,95467E+14;2,70514E+14;1,41131E+14;4,73422E+14;5,60351E+14;4,5012E+14;2,44565E+14;5,35336E+14;3,81235E+14;-5,81947E+14;-1,70002E+14;-5,11161E+14;1,61249E+14
France;FRA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,98011E+13;6,84347E+14;6,23368E+14;6,6521E+14;4,86151E+14;5,25184E+14;4,92115E+14;4,49131E+14;7,10948E+14;6,10868E+14;5,31672E+14;4,51137E+14;6,34458E+14;4,30092E+14;-9,59885E+14;4,35676E+14;3,46431E+14;3,97854E+14;3,54999E+14;1,57875E+14;1,06902E+14;2,5054E+14;1,24086E+14;1,51372E+14;1,62278E+14;2,33728E+14;2,5619E+14;4,74314E+14;4,34386E+14;2,92394E+14;1,04818E+14;1,59934E+14;-6,28666E+14;2,35834E+14;2,1067E+14;1,41299E+14;2,3363E+14;3,58866E+14;3,42137E+14;3,92367E+14;1,98372E+14;1,13553E+14;8,23161E+14;2,82975E+14;1,66322E+14;2,44932E+14;2,42474E+14;2,54946E+14;-2,87331E+14;1,94944E+14;2,1927E+14;3,13135E+14;5,76327E+14;9,56183E+14;1,11291E+13;1,09546E+14;2,29142E+14;1,86507E+14;1,84297E+14;-7,78459E+14;6,81659E+14;2,56239E+13
Faroe Islands;FRO;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,303E+14;-5,76939E+14;3,70819E+14;7,01665E+14;5,85305E+14;5,4327E+14;9,76379E+14;1,46992E+14;3,51431E+14;2,73155E+14;4,95285E+14;-2,62873E+14;5,63492E+14;
Micronesia, Fed. Sts.;FSM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;1,19976E+14;2,5489E+14;3,52601E+14;3,74093E+14;7,42734E+14;4,00802E+14;8,14066E+14;-5,34521E+14;7,01446E+14;-3,18237E+14;-6,06094E+13;2,85052E+13;1,37444E+14;4,8339E+14;2,1676E+14;5,46998E+14;1,57212E+14;-3,08015E+14;2,04187E+14;-8,10553E+14;-1,83619E+14;-2,40849E+14;1,0931E+14;2,25939E+14;3,18857E+14;-1,86682E+14;-3,67977E+14;-2,30578E+14;4,62188E+14;9,0018E+14;2,68219E+14;2,11654E+14;1,1748E+14;-1,76542E+14;-3,18819E+14;-6,19575E+14
