Country Name;Country Code;Last Update;Indicator Name;Indicator Code;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
India;IND;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,72274E+14;2,93113E+14;5,99435E+14;7,45295E+14;-2,63577E+14;-5,53288E+14;7,82596E+14;3,38793E+14;6,5397E+14;5,15723E+14;1,64293E+14;-5,53301E+14;3,29552E+14;1,18534E+14;9,14991E+14;1,6631E+14;7,25476E+14;5,71253E+14;-5,23818E+14;6,73582E+13;6,0062E+14;3,47573E+14;7,28889E+14;3,82074E+14;5,2543E+14;4,77656E+14;3,96536E+14;9,62778E+14;5,94734E+14;5,53345E+14;1,05683E+14;5,4824E+14;4,75078E+14;6,65892E+14;7,57449E+14;7,54952E+13;4,04982E+13;6,18442E+14;8,84576E+14;3,84099E+14;4,82397E+14;3,80398E+13;7,86038E+14;7,92294E+14;7,92343E+14;8,06073E+14;7,66082E+14;3,0867E+14;7,86189E+14;8,49758E+14;5,24132E+14;5,45639E+14;6,38611E+14;7,41023E+14;7,99625E+14;8,25631E+14;6,79538E+14;6,45385E+14;3,87144E+14;-5,83105E+14;9,05028E+14;7,00295E+14
Not classified;INX;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;3,46989E+14;6,48981E+14;4,72143E+14;4,26023E+14;5,65665E+14;1,39481E+14;8,2113E+14;7,18673E+14;3,07304E+14;3,07933E+14;3,32522E+14;2,28347E+14;-2,44302E+14;4,35437E+14;3,08561E+14;-4,28331E+14;4,66309E+13;5,21741E+14;5,81392E+14;8,46653E+14;1,92964E+13;3,34327E+14;2,69261E+14;5,75583E+14;9,63442E+14;7,37962E+14;1,10218E+14;8,76612E+14;1,05299E+14;9,40352E+14;5,30582E+13;5,89937E+14;3,01384E+14;6,78814E+14;5,73978E+13;4,98785E+14;5,31012E+14;-4,48407E+14;-5,09578E+14;1,68297E+14;8,3383E+14;-5,54201E+14;1,12569E+14;8,64935E+14;2,43704E+14;2,00665E+14;9,00534E+14;8,52754E+14;5,44094E+14;6,18454E+14;1,35882E+14;1,19696E+14
Iran, Islamic Rep.;IRN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,03909E+14;7,90927E+14;7,04208E+14;8,47523E+13;1,70357E+14;1,15024E+14;1,12528E+14;1,44042E+14;1,55167E+13;1,09276E+14;1,37016E+14;1,4499E+14;7,44168E+14;5,80105E+14;-3,26216E+14;1,82604E+14;-2,77358E+14;-1,28409E+14;-1,20208E+13;-2,15996E+14;-5,69679E+14;2,31712E+14;1,10867E+14;-7,13985E+14;1,86765E+14;-9,78491E+13;-1,72108E+14;-6,082E+14;6,13212E+14;1,35949E+14;1,27161E+14;3,29798E+14;-1,47101E+14;-1,69829E+14;2,40104E+14;6,35053E+14;1,3504E+14;2,08001E+14;2,0027E+14;5,84553E+14;2,39217E+14;8,07883E+14;8,6393E+14;4,33667E+14;3,1898E+14;4,9998E+14;8,15577E+14;2,50857E+14;1,00739E+14;5,79794E+14;2,64572E+14;-3,74717E+13;-1,52198E+14;4,98478E+14;-1,42488E+14;8,81509E+13;2,75851E+14;-2,25386E+14;-2,65821E+14;3,33029E+14;4,71978E+14;2,74917E+14
Iraq;IRQ;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;3,24419E+14;4,54436E+14;5,37455E+12;3,7353E+14;4,41876E+14;1,61134E+14;1,24907E+14;1,71751E+14;1,89996E+14;1,7057E+14;2,08693E+14;2,47537E+14;-7,28728E+14;3,43398E+14;-1,30733E+13;-1,48524E+14;1,4539E+14;4,64759E+14;9,30528E+13;-1,90369E+13;-3,11854E+14;5,78178E+14;-6,40471E+14;3,25922E+14;3,02898E+14;3,85453E+14;2,12002E+14;1,10208E+14;2,12379E+13;3,48571E+14;1,75823E+14;1,69217E+14;1,76148E+14;-8,19847E+14;-3,66582E+14;5,33818E+14;1,67189E+14;5,6463E+14;1,88557E+14;8,22811E+14;3,3793E+14;6,40256E+14;7,54647E+12;1,39364E+14;7,62857E+14;1,97017E+14;4,72286E+14;1,37874E+14;-1,81975E+14;2,63385E+14;5,51379E+14;-1,20368E+14;1,58339E+13;7,00875E+14
Iceland;ISL;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-8,46619E+14;8,31371E+14;1,02834E+14;9,91654E+11;7,37173E+14;8,73593E+14;-1,26726E+14;-5,47491E+14;2,37459E+14;;;;;;;;;;;;;;;;;;;;;;;;;;;4,56712E+14;5,77161E+13;7,3628E+14;4,03492E+14;4,98504E+14;4,0135E+14;5,59519E+14;2,14269E+14;7,8024E+14;6,12444E+14;6,31699E+14;8,45486E+14;2,2095E+14;-7,66381E+14;-2,83277E+14;1,84578E+14;1,06364E+14;4,55246E+14;1,68722E+14;4,43666E+14;6,30369E+14;4,19495E+14;4,88917E+14;1,80516E+12;-7,24187E+14;4,3334E+13;6,44457E+14
Israel;ISR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,12039E+14;1,01561E+14;1,06957E+14;7,93719E+14;9,09397E+14;-7,96448E+14;2,99502E+14;1,6242E+14;1,35657E+14;;;;;;;;;;;;;;;;;;;;;;;;;;;5,92829E+14;3,79045E+14;4,11556E+14;3,33049E+14;8,67166E+14;3,34071E+14;-1,14221E+14;1,39391E+14;4,78447E+13;4,13408E+14;5,58267E+14;6,03321E+13;3,25116E+14;8,8312E+14;5,66852E+14;5,56114E+14;2,58765E+14;4,4155E+14;3,91913E+14;2,48583E+14;4,52168E+14;4,2766E+14;4,07032E+13;4,15614E+14;-1,85729E+14;8,61199E+14;6,46467E+13
Italy;ITA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,20725E+14;6,20365E+14;5,60973E+14;2,7977E+14;3,26802E+14;5,98479E+14;7,17861E+14;6,54455E+14;6,09806E+14;5,26869E+14;1,81811E+14;3,69049E+14;7,12586E+14;5,50014E+14;-2,09016E+14;7,12539E+14;2,5605E+14;3,24014E+14;5,95916E+14;3,43002E+13;8,44228E+14;4,13586E+14;1,1692E+14;3,22585E+14;2,79809E+14;2,85997E+14;3,19196E+14;4,19438E+14;3,38838E+14;1,98577E+14;1,53845E+14;8,34275E+14;-8,52806E+14;2,15102E+14;2,88684E+14;1,26678E+14;1,83021E+14;1,81062E+14;1,62573E+13;3,78696E+14;1,95137E+14;2,53943E+14;1,38627E+14;1,42359E+14;8,17849E+14;1,79064E+14;1,48707E+14;-9,62013E+14;-5,28094E+13;1,7133E+14;7,07333E+14;-2,98091E+14;-1,84107E+14;-4,54754E+14;7,78304E+14;1,29346E+14;1,66786E+14;9,25811E+14;4,83198E+14;-8,97913E+14;6,98677E+14;3,67468E+14
Jamaica;JAM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;1,80864E+14;5,74413E+14;5,57467E+14;1,20644E+14;2,45807E+14;1,80086E+14;-5,48551E+14;-4,22926E+14;-2,56092E+12;-6,69425E+14;-2,59755E+13;-5,37003E+14;-1,06004E+14;-5,71416E+14;2,63945E+14;2,06923E+14;1,90908E+14;-1,54235E+14;-2,94364E+14;1,88259E+14;7,85035E+14;3,9743E+14;7,1733E+14;4,20054E+13;4,83824E+14;1,95554E+14;9,4171E+14;1,38339E+14;2,34996E+14;-1,13731E+14;-1,14046E+14;-2,33455E+14;1,04767E+14;8,78704E+13;1,34493E+14;1,99729E+14;3,66632E+14;1,32373E+14;8,93798E+14;2,89913E+14;1,43195E+14;-8,11737E+14;-4,3453E+13;-1,45715E+14;1,73038E+14;-6,13636E+14;5,17686E+12;6,89822E+14;9,21487E+13;1,37522E+14;9,97123E+14;1,88992E+14;8,92292E+14;-9,9E+14;4,6E+14;42
Jordan;JOR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;8,29841E+14;1,46796E+14;2,08029E+14;1,11848E+14;1,71787E+14;7,02594E+14;-2,21974E+14;4,29169E+14;-2,70695E+13;5,50463E+14;2,32327E+14;1,46217E+13;-1,07292E+14;-2,75904E+14;1,60853E+14;1,43498E+14;4,48699E+14;4,97148E+14;6,20087E+14;2,08702E+14;3,30848E+14;3,01217E+14;3,38953E+14;4,24571E+14;5,26996E+14;5,78381E+14;4,16167E+14;8,56721E+14;8,14659E+14;8,09298E+14;8,17617E+14;7,22039E+14;5,02371E+14;2,31483E+14;2,73718E+14;2,42936E+14;2,60995E+14;3,38408E+14;2,49653E+14;1,99418E+13;2,4736E+14;1,91907E+14;1,75124E+14;-1,60664E+14;2,223E+14;2,5038E+14
Japan;JPN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,20435E+14;8,90897E+14;8,47364E+14;1,16767E+14;5,81971E+14;1,06386E+14;1,10821E+14;1,28825E+14;1,24779E+14;2,45496E+14;4,69899E+13;8,41355E+12;8,0326E+14;-1,22524E+14;3,09158E+14;3,97498E+14;4,39034E+14;5,27194E+14;5,48404E+14;2,81759E+14;4,26062E+14;3,27974E+14;3,6302E+14;4,41088E+14;5,15981E+14;3,29405E+14;4,64886E+14;6,66164E+14;4,92579E+14;4,84093E+14;3,52336E+14;9,00586E+14;-4,5922E+14;1,08338E+14;2,631E+14;3,13387E+14;9,81229E+14;-1,27033E+14;-3,3393E+14;2,76465E+14;3,86103E+14;4,19625E+14;1,53513E+14;2,18612E+13;1,8039E+14;1,37235E+14;1,48397E+14;-1,22429E+14;-5,69324E+14;4,09792E+14;2,38095E+14;1,37475E+14;2,0051E+13;2,96206E+14;1,56063E+14;7,53827E+14;1,67533E+14;6,43391E+14;-4,02169E+14;-4,2786E+14;2,14249E+14;1,02862E+14
Kazakhstan;KAZ;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1,1E+14;-5,3E+14;-9,2E+14;-1,26E+14;-8,2E+13;5E+14;1,7E+14;-1,9E+14;2,7E+14;9,8E+14;1,35E+14;9,8E+14;9,3E+14;9,6E+14;9,7E+14;107;8,9E+14;3,3E+14;1,2E+14;7,3E+14;7,4E+14;4,8E+14;6E+14;4,2E+14;1,2E+14;1,1E+14;4,1E+14;4,1E+14;4,5E+14;-2,5E+14;4,3E+14;3,2E+14
Kenya;KEN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-7,77463E+14;9,45736E+14;8,77834E+14;4,96447E+14;2,00909E+14;1,47286E+14;3,36123E+14;7,98269E+13;7,95922E+13;-4,65545E+14;2,21739E+14;1,70824E+13;5,89658E+14;4,06562E+14;8,82203E+14;2,15396E+14;9,4538E+14;6,91249E+14;7,61523E+14;5,59198E+13;3,77354E+14;1,50648E+14;1,30905E+13;1,75522E+14;4,30056E+14;7,17756E+14;5,93711E+14;6,20318E+14;4,69035E+14;4,19205E+14;1,43835E+14;-7,99494E+14;3,53197E+14;2,63278E+12;4,40622E+14;4,14684E+14;4,74902E+14;3,29021E+14;2,30539E+14;5,99695E+14;3,77991E+14;5,4686E+14;2,93248E+14;5,1043E+14;5,90667E+14;6,47249E+14;6,85073E+14;2,32283E+14;3,30694E+14;8,05847E+14;5,12111E+13;4,56868E+14;3,79785E+13;5,02011E+14;4,96772E+14;4,21352E+14;3,83796E+14;5,64795E+14;5,11416E+14;-2,72766E+14;7,59049E+14;4,84663E+13
Kyrgyz Republic;KGZ;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;3,29997E+14;1,32E+14;2,78975E+14;5,7028E+14;-7,94393E+14;-1,38378E+14;-1,54593E+14;-2,00852E+14;-5,42382E+14;7,0845E+14;9,91525E+14;2,12184E+14;3,65579E+14;5,44334E+14;5,32162E+14;-1,73246E+14;7,03029E+14;7,02681E+14;-1,75515E+14;3,1029E+14;8,54287E+14;8,40162E+14;2,88629E+13;-4,71567E+14;5,95627E+14;-8,81502E+14;1,09155E+14;4,02404E+14;3,87583E+14;4,33586E+14;4,73994E+14;3,75791E+14;4,60063E+14;-8,39836E+14;6,16764E+13;7,02221E+14
Cambodia;KHM;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3,48086E+14;9,90347E+14;5,89751E+14;4,00662E+14;4,68163E+14;1,27054E+14;9,99358E+13;8,14839E+14;6,57894E+14;8,5059E+14;1,03405E+13;1,32501E+14;1,07711E+14;1,02126E+14;6,69158E+14;8,6697E+14;5,96308E+14;7,06957E+13;7,31335E+14;7,35667E+14;7,14257E+14;6,9658E+14;6,93331E+13;6,9969E+14;7,46917E+12;7,05411E+14;-3,09601E+13;3,02639E+14;5,16246E+14
Kiribati;KIR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;-2,29006E+14;1,20792E+13;2,09099E+14;4,53028E+14;5,34442E+14;-2,67682E+14;-4,61263E+14;1,05959E+14;-1,1585E+14;-1,65077E+14;0;8,92857E+14;-2,65487E+14;1,81818E+14;-4,46429E+14;9,34579E+14;9,25926E+14;9,17431E+13;-3,36134E+14;-8,69565E+14;0;8,77193E+14;8,69565E+14;1,72414E+14;0;1,69492E+14;1,66667E+14;6,55738E+14;-1,53846E+14;625;-1,47059E+14;3,78746E+14;2,00632E+14;-1,62936E+14;4,95163E+14;-4,92953E+14;2,03495E+14;-2,09144E+14;8,0282E+14;-1,12026E+14;1,76258E+14;5,13614E+14;4,16157E+14;-1,09629E+14;9,86517E+14;-4,78197E+14;1,86027E+14;5,11364E+14;-2,16216E+14;-1,65746E+14;7,86517E+14;15625
St. Kitts and Nevis;KNA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;3,9099E+14;7,59768E+13;8,44012E+14;1,5469E+14;5,47738E+14;1,18672E+14;8,86581E+14;8,55007E+14;1,0857E+14;6,55035E+14;9,22537E+14;5,47979E+14;4,87725E+14;-1,86469E+14;4,26897E+14;6,80195E+14;5,30172E+14;5,38314E+14;5,84284E+14;6,82397E+14;-4,86746E+14;3,21989E+14;1,00428E+13;5,25345E+14;1,36772E+14;-3,93339E+14;3,99635E+14;9,73282E+14;3,15038E+14;6,00602E+14;1,11785E+14;-3,37931E+14;4,39777E+14;1,61661E+14;-5,25762E+14;5,70982E+14;7,58148E+14;7,14015E+14;3,93E+14;7,51066E+14;2,05202E+14;4,04706E+14;-1,45305E+14;-8,80101E+14;9E+14
Korea, Rep.;KOR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,93599E+14;3,89527E+14;9,02057E+14;9,47382E+14;7,31843E+14;1,1994E+14;9,07961E+13;1,31658E+14;1,45614E+14;1,00527E+14;1,05455E+14;7,21436E+14;1,48983E+14;9,51184E+14;7,83993E+13;1,32214E+14;1,2336E+14;1,0953E+14;8,67123E+14;-1,64569E+14;7,24618E+14;8,33808E+14;1,33762E+14;1,05516E+14;7,83886E+14;1,13273E+14;1,27237E+14;1,19877E+14;7,07289E+14;9,87755E+13;1,07781E+14;6,19864E+14;6,87747E+14;9,26867E+14;9,61457E+14;7,8907E+14;6,17055E+14;-5,12945E+14;1,14669E+14;9,06083E+14;4,8524E+14;7,72514E+14;3,14729E+14;5,19739E+14;4,30854E+14;5,26433E+14;5,79955E+14;3,01298E+14;7,92699E+14;6,80482E+14;3,68567E+14;2,40253E+14;3,16471E+14;3,20245E+13;2,8091E+14;2,94688E+14;3,15964E+14;2,9074E+14;2,24398E+14;-7,09415E+14;4,14532E+14;2,56054E+14
Kuwait;KWT;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,39905E+14;8,43617E+14;4,85829E+14;6,05127E+14;2,47333E+14;3,66205E+14;-1,78901E+14;4,69458E+14;2,13333E+14;3,01428E+14;1,7326E+14;1,02403E+14;1,0609E+14;7,51477E+14;5,99158E+14;2,47976E+14;-7,07606E+14;-2,37026E+14;9,62841E+13;6,62582E+14;1,1493E+14;5,00877E+14;5,9302E+14;2,92587E+14;-4,71211E+14;2,43398E+14;-5,51959E+14;-8,85528E+14;1,30806E+14;8,17776E+14
Latin America & Caribbean (excluding high income);LAC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,183E+14;4,34039E+14;1,64297E+14;7,52512E+14;5,84135E+14;4,60221E+14;4,421E+14;7,40135E+14;6,97347E+14;6,81719E+14;7,03927E+14;7,71424E+14;8,71742E+14;6,66619E+14;4,21367E+14;5,5256E+14;4,78024E+13;4,2195E+14;7,31037E+13;6,58868E+14;8,53676E+14;2,76202E+14;-1,94472E+13;3,91633E+14;3,16003E+14;3,58267E+14;3,18239E+14;3,63176E+14;1,36163E+14;-5,8252E+14;2,79823E+14;2,0903E+14;4,43957E+12;5,43674E+14;4,25389E+14;3,97178E+14;5,15394E+14;2,44442E+14;4,72437E+14;3,56254E+14;2,04601E+14;4,2756E+13;2,50596E+14;5,43864E+14;4,07977E+13;5,17593E+14;5,45828E+14;3,8431E+14;-2,08421E+13;6,71875E+14;4,4847E+13;2,37839E+14;2,87117E+14;1,35936E+14;4,13912E+13;-2,96833E+14;2,00613E+14;1,62683E+14;6,82194E+14;-6,33858E+14;6,5008E+14;3,60157E+14
Lao PDR;LAO;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;5,06996E+14;4,88513E+14;-1,42579E+14;-2,0102E+14;1,41906E+14;6,70458E+14;4,29656E+13;5,55986E+14;5,91256E+14;8,15902E+14;7,03125E+14;6,92832E+14;6,87209E+14;3,96761E+14;7,30638E+14;5,79878E+14;5,75141E+14;5,91874E+14;6,067E+14;6,3577E+14;7,10757E+14;8,61927E+14;7,59683E+14;7,8249E+14;7,50177E+14;8,52691E+14;8,03865E+14;8,0261E+14;8,0263E+14;7,61196E+14;7,27007E+14;7,02284E+14;6,89253E+13;6,24796E+14;5,45774E+13;5,03032E+14;2,52835E+14;2,70743E+14
Lebanon;LBN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,24511E+14;2,65332E+14;4,94474E+14;1,64383E+14;1,07657E+14;8,10524E+13;6,44886E+13;1,12859E+14;1,05497E+14;3,66572E+14;-5,25585E+14;1,34187E+14;3,83967E+14;3,42315E+14;3,2271E+13;6,67944E+14;2,68578E+14;1,54952E+13;9,31062E+14;9,06913E+14;1,02322E+14;7,97514E+14;8,6734E+14;2,56479E+14;3,82787E+13;2,48406E+14;4,62321E+14;1,55455E+14;9,03028E+14;-1,88471E+14;-6,91492E+14;-2,13999E+14;-7,00124E+14;
Liberia;LBR;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,92027E+14;3,76302E+14;-3,01451E+13;2,61985E+14;5,28121E+14;8,04391E+14;9,53528E+14;7,14569E+14;5,30054E+14;6,09983E+14;8,20077E+14;7,99381E+14;8,68729E+14;7,01393E+14;-1,8565E+14;-1,55496E+13;2,45516E+14;1,15758E+14;-2,4673E+14;-2,98249E+14;4,98671E+14;4,80811E+14
Libya;LBY;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36792704082;-1,76284E+14;-9,58897E+14;1,3016E+14;4,46164E+14;1,18708E+14;6,50053E+14;6,22998E+14;-1,62048E+14;-4,40018E+13;5,02725E+13;-5,03385E+14;8,68267E+14;-1,7998E+14;-2,30428E+14;-8,42656E+14;-1,49094E+13;3,24918E+14;7,94137E+13;-1,11957E+14;-2,97871E+14;3,13725E+14;-1,23698E+14
St. Lucia;LCA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;1,03119E+14;3,79273E+14;-2,22053E+14;6,31025E+13;2,08634E+14;4,96538E+14;7,26557E+14;8,28777E+14;1,4402E+14;3,92373E+14;1,38997E+14;8,981E+14;9,8907E+14;3,75678E+14;7,95308E+13;5,832E+14;1,59856E+14;1,74823E+14;2,92259E+14;-6,9413E+14;6,28647E+14;2,6706E+14;4,87486E+14;-3,40806E+14;4,1645E+14;4,26461E+14;7,26741E+13;-4,10305E+14;6,19526E+14;1,69162E+14;4,94932E+14;-2,8289E+14;3,3043E+13;4,32713E+14;-1,10132E+14;-2,00425E+14;1,328E+14;1,0112E+14;3,42867E+14;3,38779E+14;2,88038E+13;-6,4997E+14;-2,43657E+14;1,22319E+14;154
Latin America & Caribbean;LCN;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,14687E+14;4,29577E+14;2,00284E+14;7,19271E+14;5,64002E+14;4,92918E+14;4,30482E+14;7,06565E+14;6,89532E+14;6,51533E+13;6,93908E+14;7,15817E+14;8,01344E+14;6,27825E+14;3,55588E+14;5,4568E+12;4,89265E+14;4,45333E+14;7,34437E+12;6,59459E+14;1,04277E+14;-1,60151E+14;-2,16177E+13;3,89078E+14;3,14542E+14;3,67887E+14;3,32103E+14;6,18638E+14;1,68405E+13;-4,81778E+14;2,94588E+14;2,53611E+14;4,47402E+14;5,38086E+14;8,44328E+14;4,06096E+14;5,29177E+14;2,64618E+14;6,45786E+14;3,55655E+14;4,8473E+14;5,20229E+14;2,54486E+14;5,58614E+14;4,01241E+14;5,05862E+14;5,28952E+14;3,73198E+14;-1,9869E+14;6,42814E+14;4,44903E+14;2,57147E+14;2,85665E+14;1,3922E+14;5,21036E+14;-1,59189E+14;1,87807E+14;1,62477E+14;7,38665E+14;-6,45102E+14;6,73401E+14;3,75178E+14
Least developed countries: UN classification;LDC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;3,06406E+14;1,53193E+13;2,00642E+14;1,88564E+14;1,2316E+14;3,65121E+14;4,50398E+14;2,35611E+14;2,3532E+13;4,00093E+14;2,02558E+14;7,81405E+14;1,09583E+14;9,42054E+14;5,84751E+13;5,59895E+14;5,93118E+13;3,94862E+14;3,95281E+14;4,26688E+14;5,22246E+14;4,99296E+14;5,05094E+14;6,31194E+14;7,3292E+14;6,86565E+14;7,2298E+14;6,34005E+14;3,92575E+14;6,17937E+14;3,00955E+14;2,16603E+13;5,60925E+14;5,59336E+14;2,45228E+14;4,01071E+14;4,31695E+14;4,37587E+14;4,85979E+14;6,89791E+14;1,93054E+14;4,42782E+14
Low income;LIC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;;;;;;;;;;;;1,82333E+14;1,94724E+14;-1,25012E+14;-2,86344E+14;3,17219E+14;6,09897E+14;3,36079E+13;1,60589E+14;-1,9126E+14;1,89878E+14;1,09441E+14;1,57106E+14;1,89187E+13;5,20436E+13;5,74827E+14;7,10978E+14;3,86598E+14;2,48956E+13;3,31173E+14;4,8839E+14;4,34074E+14;4,98832E+14;6,01177E+14;6,48534E+14;5,97279E+14;6,08528E+13;5,35167E+14;3,46285E+14;6,69913E+14;3,51035E+14;-4,57058E+14;3,29887E+14;4,39144E+14;-3,90631E+14;2,12949E+14;2,78645E+14;3,00293E+13;3,81861E+14;1,89542E+14;1,77618E+14;3,50057E+14
Liechtenstein;LIE;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;;;;;;;;;;1,66922E+14;1,66922E+14;1,66923E+14;1,66922E+14;1,66923E+14;4,75867E+14;4,75868E+13;4,75868E+14;4,75867E+14;4,75867E+14;4,81482E+14;-1,59011E+14;5,386E+14;4,28571E+14;7,02055E+14;4E+14;9,23077E+14;5,6338E+13;4,49199E+14;2,25287E+14;1,80117E+14;3,60829E+14;4,3321E+14;6,86614E+14;5,87555E+13;6,9053E+14;7,22513E+14;7,76126E+14;1,04109E+14;3,22019E+14;-7,33092E+14;-9,9392E+14;-1,93757E+14;3,03917E+14;4,82808E+14;8,64497E+14;3,32596E+12;1,79809E+14;-1,15748E+14;;;;;;;;;;;;;
Sri Lanka;LKA;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;;3,81802E+14;2,51675E+14;3,90643E+14;2,53695E+14;5,02379E+14;6,43902E+14;5,80109E+14;7,71682E+14;3,84663E+13;1,30691E+14;-4,1048E+14;7,0574E+14;3,84583E+14;6,12623E+14;3,33511E+14;5,10059E+14;5,65384E+14;6,40356E+14;5,84603E+14;5,69952E+14;4,1415E+14;4,81399E+14;5,09915E+13;4,99941E+14;4,35555E+14;1,72561E+14;2,47269E+14;2,2993E+13;6,4E+14;4,59999E+14;4,39999E+14;6,90006E+14;5,59992E+14;5,50009E+13;3,79997E+14;6,4054E+14;4,69842E+14;4,30054E+14;6,00003E+14;-1,54541E+14;3,96468E+14;5,94027E+13;5,44506E+14;6,24175E+14;7,66829E+14;6,79683E+14;5,95009E+14;3,53891E+14;8,01597E+14;8,66948E+14;8,63218E+13;4,05175E+13;6,37798E+14;4,20596E+14;5,05362E+14;6,46068E+14;2,31008E+14;-2,20484E+14;-4,62452E+14;3,51222E+14;-7,82398E+14
Lower middle income;LMC;2023-06-29;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,20411E+13;3,22168E+14;7,4002E+14;6,93558E+14;4,10004E+14;2,41782E+14;3,3323E+14;5,82301E+14;9,39979E+14;8,97557E+14;5,82558E+14;5,27163E+14;5,16856E+14;5,20351E+13;2,69049E+14;8,51888E+14;3,79271E+14;2,53073E+14;-7,87291E+14;3,21247E+14;1,04977E+14;5,09757E+14;3,74413E+14;1,29574E+14;3,6735E+14;1,79478E+13;2,84526E+14;4,58222E+14;3,91321E+14;4,60356E+13;2,03953E+14;2,44108E+14;6,14702E+14;1,6186E+14;4,00761E+14;5,66475E+14;3,36019E+14;4,09033E+14;4,78554E+14;4,41896E+14;4,26389E+14;4,97216E+14;6,37001E+14;6,78922E+14;6,15436E+14;6,61803E+14;6,98679E+13;4,01663E+14;4,67701E+14;6,64486E+14;4,56792E+14;4,23867E+14;4,89175E+13;5,6659E+14;5,00234E+14;5,77367E+14;5,11291E+14;4,75449E+14;3,53792E+14;-3,06253E+14;5,99255E+14;5,07867E+14
